id,dia,mes,ano,casos confirmados,novos casos,recuperados,novos recuperados,obitos,novos obitos,dia da semana,media movel confirmados,media movel obitos
613,18,nov,2021,87877,52,85420,50,2308,3,quinta-feira,50.71,2.29
614,19,nov,2021,87948,71,85483,63,2310,2,sexta-feira,55.0,2.0
615,20,nov,2021,88018,70,85572,89,2311,1,sabado,59.57,1.86
616,21,nov,2021,88052,34,85606,34,2311,0,domingo,59.86,1.71
617,22,nov,2021,88075,23,85655,49,2312,1,segunda-feira,57.0,1.86
618,23,nov,2021,88182,107,85746,91,2313,1,terça-feira,60.57,1.57
619,24,nov,2021,88250,68,85822,76,2314,1,quarta-feira,60.71,1.29
620,25,nov,2021,88314,64,85869,47,2314,0,quinta-feira,62.43,0.86
621,26,nov,2021,88348,34,85920,51,2314,0,sexta-feira,57.14,0.57
622,27,nov,2021,88377,29,85951,31,2314,0,sabado,51.29,0.43
623,28,nov,2021,88403,26,85992,41,2314,0,domingo,50.14,0.43
624,29,nov,2021,88442,39,86045,53,2314,0,segunda-feira,52.43,0.29
625,30,nov,2021,88481,39,86089,44,2314,0,terça-feira,42.71,0.14
626,01,dez,2021,88532,51,86147,58,2315,1,quarta-feira,40.29,0.14
627,02,dez,2021,88580,48,86200,53,2315,0,quinta-feira,38.0,0.14
628,03,dez,2021,88625,45,86250,50,2315,0,sexta-feira,39.57,0.14
629,04,dez,2021,88699,74,86322,72,2315,0,sabado,46.0,0.14
630,05,dez,2021,88880,181,86503,181,2315,0,domingo,68.14,0.14
631,06,dez,2021,88895,15,86534,31,2316,1,segunda-feira,64.71,0.29
632,07,dez,2021,88907,12,86540,6,2316,0,terça-feira,60.86,0.29
633,08,dez,2021,88917,10,86548,8,2318,2,quarta-feira,55.0,0.43
634,09,dez,2021,88920,3,86559,11,2318,0,quinta-feira,48.57,0.43
635,10,dez,2021,88927,7,86567,8,2318,0,sexta-feira,43.14,0.43
636,11,dez,2021,88927,0,86567,0,2318,0,sabado,32.57,0.43
637,12,dez,2021,88927,0,86567,0,2318,0,domingo,6.71,0.43
638,13,dez,2021,88931,4,86582,15,2318,0,segunda-feira,5.14,0.29
639,14,dez,2021,88943,12,86586,4,2319,1,terça-feira,5.14,0.43
640,15,dez,2021,88950,7,86590,4,2319,0,quarta-feira,4.71,0.14
641,16,dez,2021,88952,2,86596,6,2320,1,quinta-feira,4.57,0.29
642,17,dez,2021,88958,6,86601,5,2321,1,sexta-feira,4.43,0.43
643,18,dez,2021,88958,0,86601,0,2321,0,sabado,4.43,0.43
644,19,dez,2021,88958,0,86601,0,2321,0,domingo,4.43,0.43
645,20,dez,2021,88971,13,86611,10,2321,0,segunda-feira,5.71,0.43
646,21,dez,2021,88998,27,86617,6,2321,0,terça-feira,7.86,0.29
647,22,dez,2021,89022,24,86619,2,2321,0,quarta-feira,10.29,0.29
648,23,dez,2021,89040,18,86631,12,2321,0,quinta-feira,12.57,0.14
649,24,dez,2021,89051,11,86631,0,2321,0,sexta-feira,13.29,0.0
650,25,dez,2021,89051,0,86631,0,2321,0,sabado,13.29,0.0
651,26,dez,2021,89051,0,86631,0,2321,0,domingo,13.29,0.0
652,27,dez,2021,89098,47,86698,67,2321,0,segunda-feira,18.14,0.0
653,28,dez,2021,89137,39,86712,14,2323,2,terça-feira,19.86,0.29
654,29,dez,2021,89184,47,86714,2,2323,0,quarta-feira,23.14,0.29
655,30,dez,2021,89207,23,86714,0,2323,0,quinta-feira,23.86,0.29
656,31,dez,2021,89227,20,86724,10,2323,0,sexta-feira,25.14,0.29
657,01,jan,2022,89227,0,86724,0,2323,0,sabado,25.14,0.29
658,02,jan,2022,89227,0,86724,0,2323,0,domingo,25.14,0.29
659,03,jan,2022,89292,65,86773,49,2323,0,segunda-feira,27.71,0.29
660,04,jan,2022,89487,195,86835,62,2323,0,terça-feira,50.0,0.0
661,05,jan,2022,89674,187,86857,22,2323,0,quarta-feira,70.0,0.0
662,06,jan,2022,89953,279,86955,98,2323,0,quinta-feira,106.57,0.0
663,07,jan,2022,90338,385,86969,14,2324,1,sexta-feira,158.71,0.14
664,08,jan,2022,90338,0,86969,0,2324,0,sabado,158.71,0.14
665,09,jan,2022,90338,0,86969,0,2324,0,domingo,158.71,0.14
666,10,jan,2022,90858,520,87346,377,2324,0,segunda-feira,223.71,0.14
667,11,jan,2022,91394,536,87357,11,2325,1,terça-feira,272.43,0.29
668,12,jan,2022,91956,562,87732,375,2326,1,quarta-feira,326.0,0.43
669,13,jan,2022,92621,665,88119,387,2326,0,quinta-feira,381.14,0.43
670,14,jan,2022,93057,436,88494,375,2326,0,sexta-feira,388.43,0.29
671,15,jan,2022,93466,409,88983,489,2326,0,sabado,446.86,0.29
672,16,jan,2022,93875,409,89088,105,2326,0,domingo,505.29,0.29
673,17,jan,2022,94331,456,90072,984,2326,0,segunda-feira,496.14,0.29
674,18,jan,2022,94906,575,90446,374,2327,1,terça-feira,501.71,0.29
675,19,jan,2022,95469,563,90958,512,2329,2,quarta-feira,501.86,0.43
676,20,jan,2022,95850,381,91487,529,2332,3,quinta-feira,461.29,0.86
677,21,jan,2022,96493,643,91812,325,2335,3,sexta-feira,490.86,1.29
678,22,jan,2022,96871,378,93021,1209,2335,0,sabado,486.43,1.29
679,23,jan,2022,97219,348,93225,204,2336,1,domingo,477.71,1.43
680,24,jan,2022,97677,458,93432,207,2338,2,segunda-feira,478.0,1.71
681,25,jan,2022,98390,713,94836,1404,2342,4,terça-feira,497.71,2.14
682,26,jan,2022,99056,666,95301,465,2343,1,quarta-feira,512.43,2.0
683,27,jan,2022,99640,584,96045,744,2344,1,quinta-feira,541.43,1.71
684,28,jan,2022,100147,507,96714,669,2347,3,sexta-feira,522.0,1.71
685,29,jan,2022,100997,850,97414,700,2350,3,sabado,589.43,2.14
686,30,jan,2022,101642,645,97953,539,2351,1,domingo,631.86,2.14
687,31,jan,2022,102351,709,98752,799,2353,2,segunda-feira,667.71,2.14
688,01,fev,2022,103226,875,99510,758,2358,5,terça-feira,690.86,2.29
689,02,fev,2022,104030,804,100037,527,2363,5,quarta-feira,710.57,2.86
690,03,fev,2022,104863,833,100932,895,2368,5,quinta-feira,746.14,3.43
691,04,fev,2022,105502,639,101838,906,2371,3,sexta-feira,765.0,3.43
692,05,fev,2022,106141,639,102023,185,2371,0,sabado,734.86,3.0
693,06,fev,2022,106916,775,103189,1166,2371,0,domingo,753.43,2.86
694,07,fev,2022,107749,833,103894,705,2377,6,segunda-feira,771.14,3.43
695,08,fev,2022,108571,822,104651,757,2384,7,terça-feira,763.57,3.71
696,09,fev,2022,109383,812,105311,660,2389,5,quarta-feira,764.71,3.71
697,10,fev,2022,110231,848,106103,792,2393,4,quinta-feira,766.86,3.57
698,11,fev,2022,111083,852,106711,608,2399,6,sexta-feira,797.29,4.0
699,12,fev,2022,111633,550,107235,524,2403,4,sabado,784.57,4.57
700,13,fev,2022,112133,500,108064,829,2403,0,domingo,745.29,4.57
701,14,fev,2022,112718,585,108636,572,2406,3,segunda-feira,709.86,4.14
702,15,fev,2022,113460,742,109114,478,2408,2,terça-feira,698.43,3.43
703,16,fev,2022,114132,672,109706,592,2415,7,quarta-feira,678.43,3.71
704,17,fev,2022,115006,874,110544,838,2419,4,quinta-feira,682.14,3.71
705,18,fev,2022,115526,520,111246,702,2423,4,sexta-feira,634.71,3.43
706,19,fev,2022,116076,550,111944,698,2425,2,sabado,634.71,3.14
707,20,fev,2022,116813,737,112381,437,2425,0,domingo,668.57,3.14
708,21,fev,2022,117470,657,113191,810,2428,3,segunda-feira,678.86,3.14
709,22,fev,2022,117918,448,113627,436,2429,1,terça-feira,636.86,3.0
710,23,fev,2022,118466,548,114259,632,2430,1,quarta-feira,619.14,2.14
711,24,fev,2022,119038,572,114911,652,2435,5,quinta-feira,576.0,2.29
712,25,fev,2022,119338,300,115451,540,2436,1,sexta-feira,544.57,1.86
713,26,fev,2022,119770,432,115973,522,2436,0,sabado,527.71,1.57
714,27,fev,2022,120366,596,116417,444,2436,0,domingo,507.57,1.57
715,28,fev,2022,120824,458,117011,594,2436,0,segunda-feira,479.14,1.14
716,01,mar,2022,121392,568,117376,365,2436,0,terça-feira,496.29,1.0
717,02,mar,2022,122007,615,118479,1103,2439,3,quarta-feira,505.86,1.29
718,03,mar,2022,122576,569,119066,587,2442,3,quinta-feira,505.43,1.0
